siRNA,hsa,medoids_1,medoids_2,medoids_3,medoids_4,medoids_5
AAK1,hsa22848,3.828751566088,-5.43361910332838,2.25930148037453,-5.5816776056781,-7.87886533973225
AATK,hsa9625,4.61911949644391,-4.2691969101565,-6.15315011250421,-2.24733693273328,-6.49241996229274
ABL1,hsa25,4.88854821033079,-4.35171280648223,-0.975473294013853,-6.297554997142,-10.3439809121983
ABL2,hsa27,3.84794230459442,-3.86897725640301,0.1144177218787,-4.81159355213392,-9.29736596195331
ACVR1,hsa90,3.84794230459442,1.85994341632937,2.43032038181689,-3.14753638927037,5.61101281207573
ACVR1B,hsa91,3.828751566088,-2.1244390511051,0.685580340604455,-3.08559186138277,-1.2420846946471
ACVR1C,hsa130399,4.88854821033079,3.54818354200647,-0.39973859636628,-8.23895502048282,-10.5605219363869
ACVR2,,3.828751566088,-8.55934466491202,0.891034520002206,-3.08559186138277,-4.15059379283266
ACVR2B,hsa93,4.88854821033079,-3.02326539755024,1.10291275965718,-6.297554997142,-10.0182727257117
ACVRL1,hsa94,2.76775951750422,-4.88121906886182,1.84098519623734,-0.985731994708275,0.097286547099232
ADCK1,hsa57143,1.60754890861832,-4.75598217656603,-1.15621509746715,-3.05063279381961,-3.77915644595841
ADCK2,hsa90956,1.1930392399277,1.84764211036648,-0.834491214855275,-3.44950729575801,-17.2664567284308
ADCK4,,3.84794230459442,0.349375816357886,0.600331324758579,-1.48347922640681,-5.8394344514631
ADCK5,hsa203054,1.60754890861832,1.32383588224372,-0.124314247139827,1.10951011333928,-19.9179634619867
ADK,,4.61911949644391,-2.7725575253095,3.39902236907312,-3.63405123511957,-7.94095836633706
ADPGK,,1.1930392399277,-7.22627402490929,-1.98144640564534,-2.34013585384897,-10.6054665278463
ADRBK1,,3.84794230459442,-2.82302682246646,-1.6007484923838,-4.81159355213392,1.77559156583643
ADRBK2,,4.54445171346748,-3.04126673776995,0.495694379307551,-7.80517691955336,-2.92218301379167
AK1,,-21.0885007398882,-2.21517142391603,-1.48013820791481,-14.7277656542099,-46.2395785161019
AK3,,4.61911949644391,-1.70069358861193,-1.45733568772249,-3.07936551416506,-5.34089693821727
AK3L1,,4.61911949644391,-8.38801591449839,2.50428388640008,-8.9035655841875,-7.59978296383699
AK5,,4.61911949644391,-8.67926776757208,-5.84039676448576,-1.13796549082424,-10.4354392329736
AK7,,4.61911949644391,-10.3020335777816,2.62419967786829,-5.02076553750587,-4.25595019176501
AKT1,hsa207,4.54445171346748,-4.79575366815679,4.94253306330921,-2.53566257048544,-7.68339559533011
AKT2,hsa208,4.88854821033079,-7.9445368631818,2.34686547288968,-0.196012066642303,-4.88741609770633
AKT3,hsa10000,2.76775951750422,-6.80153368990724,1.39789866173898,-4.8685320413899,-25.9284339398017
ALDH18A1,,1.60754890861832,-6.98840586022449,0.972058703426664,-7.48811856145576,5.57783675453959
ALK,hsa238,-21.8596779317377,-3.13363772412494,-1.42203229351612,-14.7959365293153,-46.9826773724013
ALPK1,hsa80216,4.88854821033079,-6.83287802612856,1.81858779696216,-2.96944067141489,0.260925209270758
ALPK2,hsa115701,3.84794230459442,0.227650238799359,0.504259792983854,-2.03816494736133,-3.12482595982325
ALPK3,hsa57538,4.88854821033079,-9.78011175523454,2.59352623700045,-4.63349783427845,-4.86298237965607
ALS2CR2,,3.828751566088,-3.77080089634908,-3.59272804187432,-7.24573476854166,-9.30655662654102
ALS2CR7,,1.1930392399277,4.10822653821781,-1.2771147540198,0.43329275092362,-8.48264717063497
AMHR2,hsa269,4.54445171346748,-5.27195817282469,-3.53641623439432,-4.47706259382625,-6.79436691838183
ANKK1,hsa255239,4.88854821033079,-7.63092963961419,0.784371969965567,-3.80146925284667,-1.14121154673315
APEG1,,3.84794230459442,-10.6690361941206,-3.23060781638368,-4.53425069165666,-9.38882428272863
ARAF,hsa369,2.76775951750422,3.19990793759959,1.54420518723687,0.123639447200762,-9.83670105946657
ARK5,,4.54445171346748,-5.38298594481702,-3.4361777446149,-7.80517691955336,-6.97750772248338
ATM,hsa472,3.828751566088,-8.93526602068363,0.279880679314805,-2.53090614042825,-7.38167280179194
ATR,hsa545,4.88854821033079,-9.82449477351358,1.61706907790216,-3.80146925284667,-5.48032604488944
AURKB,hsa9212,2.76775951750422,-4.2943145149104,3.66368207678747,-5.14587490186716,-22.9345189097157
AURKC,hsa6795,3.828751566088,-8.30423594486724,-0.149431744001402,-5.5816776056781,-6.58118833245702
AXL,hsa558,2.76775951750422,2.27809418400782,1.18353182216453,-1.81776057614005,-6.75513847197086
BAIAP1,,1.1930392399277,-9.21433361161901,-0.781593997962439,0.155949890446361,2.33655834951346
BCKDK,hsa10295,4.88854821033079,-9.2371922705586,6.51764318908084,-6.02021213666475,-8.10213124044846
BCR,hsa613,2.76775951750422,-1.18525599394632,-3.18193543191228,-7.91930350663975,-20.0430461654
BLK,hsa640,4.54445171346748,-6.27949482353556,-1.67077653662923,-1.70363398905366,-3.14970800297536
BMP2K,hsa55589,1.60754890861832,-5.2291903593248,-1.19452796134357,-5.54671853811494,-11.9214127830215
BMPR1A,hsa657,4.61911949644391,-1.27535633010454,1.07698502096137,-3.07936551416506,-7.94073420378614
BMPR1B,hsa658,1.60754890861832,0.412064488800527,0.839989284444789,-2.21860421238783,3.1828840605115
BMPR2,hsa659,4.54445171346748,-4.89933745290611,-0.204470314313316,-3.64503401239447,-5.30368595476457
BMX,hsa660,1.60754890861832,-4.87756730153507,-1.38065208555292,-1.94126135191058,0.498089188143991
BRAF,hsa673,4.88854821033079,-3.23277384354039,2.37175147208434,-3.52412639236941,-6.74191288146658
BRD2,hsa6046,4.54445171346748,-4.81567452709954,-0.458654752599212,-4.47706259382625,-6.41104895630882
BRD3,hsa8019,1.1930392399277,-7.37506013470967,-0.551832563537355,-4.00419301671253,-4.46520593304873
BRD4,hsa23476,3.828751566088,16.4640164014434,-0.967081503587744,-4.19496330329181,-3.98179939198998
BRDT,hsa676,2.76775951750422,-2.80577456272403,-0.927842649043612,-2.37244629709457,-9.29176189818031
BRSK1,hsa84446,3.828751566088,-10.6466574148618,2.82716525734658,-5.85902046615536,-6.62086510396983
BRSK2,hsa9024,3.84794230459442,-0.611062399343802,-1.62088878940645,-0.928793505452293,-9.90193236178425
BTK,hsa695,3.84794230459442,-9.66454268284869,1.75365270138913,-3.14753638927037,-7.02435769562564
BUB1,hsa699,1.1930392399277,0.915083733678679,1.77043628224133,-2.34013585384897,-4.87811335184316
BUB1B,hsa701,4.54445171346748,-0.809006915465898,-3.28373653094344,-9.19189122193966,-8.64998451489667
C9orf96,,2.76775951750422,-1.6373962882815,-1.21964545820516,-6.2552463437762,-19.7433408348201
CABC1,,3.84794230459442,-1.46091760958655,-0.638759937468456,-3.14753638927037,-7.24224369511977
CALM1,,1.1930392399277,-6.60233680486218,-0.284105511736223,-2.89482157480349,-2.76672628472873
CALM2,,1.1930392399277,-6.78785126681436,2.43610782349006,0.155949890446361,0.996066295012526
CALM3,,1.1930392399277,-4.35193518974893,-1.56706558184592,-3.44950729575801,-10.1264311565305
CAMK1,hsa8536,3.828751566088,-16.0784740432917,4.1894132783788,-3.36293472186003,3.55297643208024
CAMK1D,hsa57118,1.1930392399277,-8.41181092403459,2.79157249105654,-1.23076441193993,13.1463490425233
CAMK1G,hsa57172,2.76775951750422,-2.26084192426539,2.00974699542717,-4.8685320413899,-5.90130331551699
CAMK2A,hsa815,4.88854821033079,-11.2637826843186,3.53514299722622,-3.52412639236941,-3.46600136232332
CAMK2B,hsa816,3.828751566088,-3.6607797012481,0.891960510669916,-1.69887755899647,-5.30839336833389
CAMK2D,hsa817,4.54445171346748,-0.802429052524755,0.940632895141333,0.237766034287155,-5.34044861311543
CAMK2G,hsa818,2.76775951750422,1.33998793003514,-2.63189697529362,-6.80993206473072,-22.3075362547927
CAMK4,hsa814,4.88854821033079,-12.4934919228387,4.45187375825732,-7.96161216000556,-3.6269500738838
CAMKK1,hsa84254,4.61911949644391,-6.37856071665627,2.38483109026572,-5.85279411893765,-7.72015825368097
CAMKK2,hsa10645,3.84794230459442,-8.45941264748945,-0.0321203012861199,-3.42487924974763,-8.92749775293549
CAMKV,hsa79012,2.76775951750422,-3.4572404903113,-2.42401207039312,-5.14587490186716,-27.8719232562771
CASK,hsa8573,3.828751566088,-5.50585855185638,-1.27532064710111,-8.90979193140521,-7.56660690630085
CCL2,,1.1930392399277,-6.46677664723883,0.162337738932589,-1.23076441193993,1.76853044548247
CCRK,,2.76775951750422,-0.573350879065574,1.91610618915517,-4.03650345995813,-10.5197243521195
CDC2,,4.54445171346748,-1.43825792514873,-3.1584962931359,-6.69580547764432,-7.92661196307819
CDC2L1,,-21.0885007398882,-6.56405176984353,-2.25646563395467,-14.7277656542099,-46.2395785161019
CDC2L5,,4.88854821033079,-7.94912498110516,2.6803378620981,-4.91084069475571,-8.29648017209601
CDC2L6,,3.84794230459442,-8.16034226693412,-1.56532934934396,-3.42487924974763,-8.40138824592651
CDC42BPA,hsa8476,4.88854821033079,-3.92085107945488,1.85643766550473,-2.13741208998312,-7.02973759684771
CDC42BPB,hsa9578,2.76775951750422,-2.77424295638339,0.76822500769741,-7.08727492520798,-16.1708622608099
CDC42BPG,hsa55561,3.828751566088,-8.23279239434635,-0.908744091522121,-6.41370618710988,-0.843747841662464
CDC7,hsa8317,4.54445171346748,-7.4446192796549,-0.415711935384243,-3.64503401239447,1.42253554813762
CDK10,hsa8558,3.828751566088,-9.4852081348341,-3.26029739216708,-6.9683919080644,-9.29691763685147
CDK2,hsa1017,1.60754890861832,-8.52622126255715,0.694377251947678,-3.05063279381961,-2.98382771529464
CDK3,hsa1018,4.54445171346748,-8.83320380565378,1.81546257845864,-3.36769115191721,-7.20951596268547
CDK4,hsa1019,3.84794230459442,-10.5785847264886,-0.163495227267219,-5.36627927308844,-7.87819285207949
CDK5,hsa1020,1.60754890861832,-2.97698626931308,-7.06195207844307,0.554824392384758,3.70294117864564
CDK6,hsa1021,2.76775951750422,-4.37853925107494,0.648887960396516,-4.8685320413899,-24.9694665469664
CDK7,hsa1022,4.88854821033079,-2.40344812012819,2.85766507496421,-4.35615497380119,-6.29807103064519
CDK8,hsa1024,3.84794230459442,-8.20517005174653,-1.68547663847911,-2.59285066831585,-4.8858469598499
CDK9,hsa1025,3.84794230459442,-12.5014977204396,1.17641326890654,-3.42487924974763,-4.38955107211327
CDKL1,hsa8814,2.76775951750422,1.90903159635633,-7.86409149434529,-10.6927321114123,-22.3052946292835
CDKL2,hsa8999,4.88854821033079,-3.43067154213266,2.26873501030181,-3.80146925284667,-7.12926576945614
CDKL3,hsa51265,2.76775951750422,-4.07338259164168,-6.65081222198063,-4.31384632043538,-19.4337723519998
CDKL4,hsa344387,3.828751566088,-0.128677980738311,-0.206843165399316,-2.53090614042825,-5.95980974130708
CDKL5,hsa6792,4.61911949644391,-12.8426336515474,-3.38061830455242,-5.02076553750587,-5.85221171686554
CERK,,1.1930392399277,-3.17115026990139,-5.75902533456091,-2.06279299337171,-7.04374775628021
CHEK1,hsa1111,4.88854821033079,-4.38378281441592,1.13532243302698,-6.297554997142,-9.53318496552103
CHEK2,hsa11200,4.61911949644391,-0.365902404387947,3.3539960728558,-2.8020226536878,0.375023947688972
CHKA,,4.61911949644391,-1.09356386177387,-2.69272298727869,-2.8020226536878,-5.88493944929984
CHUK,hsa1147,4.88854821033079,-8.21654671149527,2.82259317842476,-6.85224071809652,-7.48725336327521
CIT,hsa11113,4.54445171346748,-4.96546721379127,2.24940495511339,-3.36769115191721,-4.74507287787221
CKM,,4.61911949644391,-10.3059194327575,-0.882758478409564,-3.07936551416506,1.23423900536491
CKMT1,,4.61911949644391,-9.45524491574277,0.8963010919248,-8.62622272371024,-8.55471543075572
CKMT2,,4.61911949644391,-2.95332000798392,2.08018016058973,-1.4153083513015,-6.00553890169474
CLK1,hsa1195,-21.1631685228646,-12.4052174703438,-4.22905725384005,-13.9067198500531,-45.4767533553215
CLK2,hsa1196,3.828751566088,4.58945222296,-1.47961733816423,-5.02699188472358,-8.59416803971762
CLK3,hsa1198,3.828751566088,-4.14910994614203,0.716601027972684,-0.312163256610178,-7.38525940260666
CLK4,hsa57396,-21.8788686702441,-12.6452275370184,0.0076394230085938,-13.9019634199959,-46.4991587500671
CMPK,,4.61911949644391,-3.29511138450931,-5.24683674648482,-3.35670837464231,0.0569372879336564
COASY,,1.1930392399277,-7.77773770877924,-0.484813988961975,-2.06279299337171,-5.19149259802917
COL4A3BP,,4.61911949644391,-10.491082763236,-2.52280369975424,-5.57545125846039,-8.29535935934141
CRK7,,2.76775951750422,-0.425664981216201,1.2893262559502,-3.75916059948087,-8.98645250382742
CRKL,,4.61911949644391,-8.58560929914676,1.97056601529977,-7.5168512818012,-6.47740107138111
CSF1R,hsa1436,4.88854821033079,-2.29085196088655,2.70267738695656,-2.69209781093764,-7.86676056198258
CSK,hsa1445,4.88854821033079,-2.07006049020732,1.07779526279561,-4.35615497380119,-7.33011541508036
CSNK1A1,hsa1452,3.828751566088,-6.68942911472882,-1.28377031194394,-3.08559186138277,-4.66213273403184
CSNK1A1L,hsa122011,2.76775951750422,0.701232961796772,0.668565262085316,-3.48181773900361,-16.486707295056
CSNK1D,hsa1453,4.61911949644391,-13.4745766691955,0.655543518320674,-5.85279411893765,-7.47088949705806
CSNK1E,hsa1454,4.61911949644391,-2.00638864963824,-3.22586211421168,4.40889171872094,-3.52428362556249
CSNK1G1,hsa53944,2.76775951750422,-1.69079168105285,2.0074320187579,-7.36461778568524,-19.5770122220376
CSNK1G2,hsa1455,2.76775951750422,-0.127788447671538,1.98023104289397,-9.86070352998057,-17.0143859399214
CSNK1G3,hsa1456,1.1930392399277,-6.46342919385597,1.11633962433896,-5.94559304005334,-0.32133701674366
CSNK2A1,hsa1457,4.54445171346748,-8.0311961108975,-1.79277580709978,-5.30909117525803,-3.85268176266013
CSNK2A2,hsa1459,3.828751566088,-5.09142977779943,-1.8560325445876,-2.53090614042825,-3.9999565586145
DAPK1,hsa1612,3.84794230459442,-10.9881678862082,-2.33123938037211,-2.31550780783859,-4.61035118476935
DAPK2,hsa23604,4.54445171346748,-9.04100341180514,-3.58861895828636,-3.09034829143996,-4.35973745284092
DAPK3,hsa1613,3.84794230459442,-5.68250109190574,2.24384901110715,-5.08893641261118,-6.72487652759667
DCAMKL1,,1.1930392399277,-1.4899093649339,0.797451588146948,0.43329275092362,-5.34325064500193
DCAMKL2,,-21.1631685228646,-8.81913513793981,-1.20754970510821,-13.9067198500531,-45.4767533553215
DCAMKL3,,3.828751566088,-3.2643990849407,0.863139051137505,-2.53090614042825,-3.89751427284411
DDR1,hsa780,3.828751566088,1.1771565612857,2.23730920201646,-2.25356327995099,-8.56973432166735
DDR2,hsa4921,2.76775951750422,-0.554670684663323,1.19857917051479,-2.92713201804909,-7.86003568545498
DGKA,,-21.0885007398882,-13.9430094639116,-2.20125344039257,-14.7277656542099,-46.2395785161019
DGKB,,4.61911949644391,-8.66709520981623,1.99556776332789,-4.74342267702861,-9.40406733619117
DGKD,,1.1930392399277,0.693964540290633,-2.30832111134633,-2.34013585384897,-5.23654927076406
DGKE,,1.1930392399277,-4.02809833591342,0.384344001515639,-0.676078690985417,-1.54840282047913
DGKG,,4.61911949644391,-8.31385694724735,1.78108517491998,-2.52467979321054,-6.6237792171318
DGKH,,-21.0885007398882,-6.5585741188534,2.43969603732743,-14.7277656542099,-46.2395785161019
DGKI,,1.1930392399277,-1.02786716303964,0.563638944550627,-2.61747871432623,-5.51921824747404
DGKQ,,-21.0885007398882,-8.52498059801665,-0.697328847201,-14.7277656542099,-46.2395785161019
DGKZ,,1.1930392399277,1.22450078832649,0.0332777896207627,-4.28153587718979,-9.23314339111476
DGUOK,,-21.0885007398882,-12.1235632108853,1.42122205168188,-14.7277656542099,-46.2395785161019
DLG1,,4.61911949644391,-4.99882470379529,0.914473658778569,-3.35670837464231,-2.92218301379167
DLG2,,4.61911949644391,-0.106018296300493,-0.638644188634989,1.08077739299383,4.84146277476776
DLG3,,4.61911949644391,-6.31369502907653,2.84747917761943,-5.57545125846039,-8.19448621142745
DLG4,,4.61911949644391,-5.77398254519395,3.91364168265194,-3.07936551416506,-8.74323613607934
DMPK,hsa1760,2.76775951750422,-2.23691816652216,-3.69088305265139,-8.75133208807153,-21.0824879140155
DTYMK,,4.61911949644391,-8.22361615849963,-0.196367895970867,-8.07153700275572,-8.20009027520045
DYRK1A,hsa1859,3.828751566088,-7.93945716119522,1.57244790260198,-4.74964902424632,-7.31913145008529
DYRK1B,hsa9149,4.88854821033079,0.443198146137611,0.92813202112726,-4.91084069475571,-10.8907133738919
DYRK2,hsa8445,4.88854821033079,-3.98166705070431,4.0378401809583,-2.13741208998312,-6.76993320033156
DYRK3,hsa8444,2.76775951750422,-1.61373002695233,-0.62052949619796,-2.64978915757183,-9.89341418484929
DYRK4,hsa8798,4.54445171346748,-10.0483527923967,3.09622342073255,-4.47706259382625,-6.55339217614295
EEF2K,hsa29904,4.88854821033079,0.817317027010759,4.43995162841058,-1.86006922950586,-8.17498406949742
EGFR,hsa1956,2.76775951750422,-2.59907516852369,1.62488212416095,-2.92713201804909,-12.9243160358371
EIF2AK1,hsa27102,4.54445171346748,-4.24208956038481,1.16946833889872,-5.30909117525803,-5.58725158167823
EIF2AK2,hsa5610,4.88854821033079,1.50881194260285,1.07860550462985,-4.07881211332393,-4.25864014237604
EIF2AK3,hsa9451,3.828751566088,-0.151056759997148,-0.869505236977989,-4.47230616376907,-8.1893304727563
EIF2AK4,hsa440275,3.828751566088,-12.2178771247283,3.95467464411477,-4.19496330329181,-3.73253063536707
EPHA1,hsa2041,4.54445171346748,3.8377967815361,-2.54815269428274,-5.58643403573529,-7.6224233814799
EPHA10,hsa284656,1.1930392399277,-8.15920694183573,0.401937824202086,-5.11356445862156,-7.74403156535394
EPHA2,hsa1969,4.88854821033079,-7.32579638894584,0.106894047703561,-5.74286927618749,-7.72060657878281
EPHA3,hsa2042,1.60754890861832,-0.596970322864911,-1.13943151661494,-0.27720418904702,-3.45725902283745
EPHA4,hsa2043,3.828751566088,-9.37883870705988,1.05180964968305,-5.02699188472358,-8.89095925713555
EPHA5,hsa2044,3.828751566088,-3.78767861585287,-0.583026874155766,-2.25356327995099,-1.57967349633245
EPHA7,hsa2045,4.54445171346748,-12.2588658720946,2.20356841706184,-4.47706259382625,-6.47740107138111
EPHA8,hsa2046,3.828751566088,-8.72105241294554,-0.389031829270898,-3.08559186138277,-6.4007374789665
EPHB1,hsa2047,3.84794230459442,-5.18471370598611,-2.04939097088842,-7.30767929642925,-10.1276640505606
EPHB2,hsa2048,4.54445171346748,-5.09650947978601,2.30149193017199,-2.8130054309627,4.54086079398419
EPHB3,hsa2049,2.76775951750422,1.35319047344726,-1.00574161396457,-5.97790348329894,-10.4728743789772
EPHB4,hsa2050,4.54445171346748,-6.48895645199589,-0.573593344228494,-3.09034829143996,-3.40637412377863
EPHB6,hsa2051,4.88854821033079,-7.14695342499447,3.5285453137188,-0.196012066642303,0.94977672824757
ERBB2,hsa2064,3.84794230459442,-1.10758571195801,1.52933146213682,-2.03816494736133,-3.51240301036374
ERBB3,hsa2065,3.828751566088,-0.279992237149526,1.3188422084834,-3.36293472186003,-1.11341539041909
ERBB4,hsa2066,2.76775951750422,-0.824503517839695,0.575155953480251,-3.75916059948087,-21.2122780309982
ERN1,hsa2081,1.1930392399277,0.374668986848653,0.494305393305987,-2.61747871432623,-2.63895363070439
ERN2,hsa10595,4.88854821033079,-5.64715385688393,4.21956584949603,-6.57489785761926,-8.08800899974051
ETNK1,,1.60754890861832,-0.6474864375517,-2.96073941116348,-2.77328993334235,-14.4145486743525
ETNK2,,1.60754890861832,-4.37439589968496,-0.887677803831771,-2.77328993334235,4.71144849523422
EXOSC10,,1.60754890861832,-1.54942614973055,0.184387891707389,-0.831889910001538,-3.13827571287845
FER,hsa2241,4.88854821033079,-3.48814005999923,2.05540991022853,-3.52412639236941,-11.352039903685
FES,hsa2242,3.84794230459442,-1.86881533823219,1.8556274236705,-3.14753638927037,-7.21960327747686
FGFR2,hsa2263,3.828751566088,-8.45679086581896,3.79899246310632,-7.24573476854166,-4.440660133723
FGFR3,hsa2261,3.828751566088,-8.97719111864657,1.981735777729,-1.42153469851922,-7.91069642196288
FGFR4,hsa2264,3.828751566088,-7.0208269996319,0.664977048247946,-3.64027758233729,-0.548749924651889
FGFRL1,,1.60754890861832,5.75186126234918,3.42003078234675,3.60559585763461,-8.75489258872718
FGR,hsa2268,4.88854821033079,-5.60131949518017,0.625796068120541,-6.85224071809652,-8.48163843915583
FLJ25006,,4.54445171346748,-8.96445675053276,1.40490146616353,-3.64503401239447,2.29026878274851
FLJ32685,,1.60754890861832,-6.23576725067415,-1.53471378289287,-2.21860421238783,-5.66144938603271
FLT1,hsa2321,2.76775951750422,-4.72784484113808,-4.77093541769953,-4.8685320413899,-26.613026370311
FLT3,hsa2322,2.76775951750422,-2.99023563025503,2.41498366138297,-2.37244629709457,-9.06199528348742
FLT4,hsa2324,4.88854821033079,-8.77536074754857,-0.321376636111483,-5.18818355523297,-8.55023217973732
FN3K,,1.1930392399277,2.66601253179842,-0.195673402970092,-1.78545013289445,-4.41364854633715
FRAP1,,3.84794230459442,-5.06905099854059,3.45307707430059,-5.36627927308844,-4.28553964848643
FRK,hsa2444,4.54445171346748,-6.70721977606429,1.13127122385575,-1.70363398905366,-3.86635567826624
FUK,,4.61911949644391,0.6290403307986,-4.24086363485333,-3.91139409559683,-8.29087610832301
FXN,,4.61911949644391,-2.06615122646649,-3.29160745161897,-4.18873695607409,-4.66527100974473
FYN,hsa2534,3.84794230459442,11.104298768952,-0.119163424050687,-7.30767929642925,-7.06156867907834
GAK,hsa2580,4.54445171346748,-10.5411775201543,-1.15580997655002,-8.08251978003062,-7.41574550953176
GALK2,,4.61911949644391,-12.3148128202417,-3.09020448139244,-6.40747983989217,-7.15907938872849
GCK,,4.61911949644391,-5.35503587950839,1.11182541983389,-6.40747983989217,-9.3659597025348
GK2,,4.61911949644391,-4.34293451963907,0.544077391695295,-1.4153083513015,-1.049304900856
GNE,,4.61911949644391,-9.51985310690845,1.10279701082373,-4.46607981655135,-4.92911033217743
GRK1,hsa6011,3.84794230459442,2.20147729644069,-4.30001128875318,-5.08893641261118,-9.06490939664939
